id,activity_type,created,status,source_ip,project_name,project_id,resources,action_id,affected_properties,user_first_name,user_last_name,user_robot_cn,api_token_prefix
966407241,user.login,2026-02-08T21:36:19Z,success,,,0,[],0,,,,K0173938926,
